Target_genes	ELK1|Average	SRX2424218|A549	SRX2424219|A549	SRX4637892|Dermal_fibroblast	SRX4637894|Dermal_fibroblast	SRX150425|GM12878	SRX028646|HeLa	SRX150406|HeLa	SRX10475061|Hep_G2	SRX10475062|Hep_G2	SRX2424280|IMR-90	SRX2424281|IMR-90	SRX186625|K-562	SRX2423865|MCF-7	SRX2423866|MCF-7	STRING
PARP8	14.071429	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0
NFKBIZ	14.071429	0	0	0	0	97	0	0	0	100	0	0	0	0	0	0
LRATD2	14.071429	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0
ITPR1	14.071429	0	0	0	0	0	0	0	0	107	0	0	90	0	0	0
FANCC	14.071429	0	0	0	0	0	0	122	0	75	0	0	0	0	0	0
BTF3L4	14.071429	0	0	0	0	118	0	79	0	0	0	0	0	0	0	0
U2AF1L5	14.000000	0	0	0	0	0	0	89	0	0	0	0	0	107	0	0
U2AF1	14.000000	0	0	0	0	0	0	89	0	0	0	0	0	107	0	0
TRIM61	14.000000	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0
RPGRIP1L	14.000000	0	0	0	0	119	0	0	0	77	0	0	0	0	0	0
PPP6R3	14.000000	0	0	0	0	0	0	93	0	0	0	0	103	0	0	0
NFE2L1	14.000000	0	0	0	0	0	0	0	0	71	0	0	0	125	0	0
ISCA1	14.000000	0	0	0	0	0	0	0	0	85	0	0	0	111	0	0
GNB2	14.000000	0	0	0	0	87	0	0	0	0	0	0	0	109	0	0
FTO	14.000000	0	0	0	0	119	0	0	0	77	0	0	0	0	0	0
ASCC3	14.000000	0	0	0	0	0	0	0	93	103	0	0	0	0	0	0
TTC33	13.928571	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0
TMED9	13.928571	0	0	0	0	105	0	0	0	90	0	0	0	0	0	0
SNX13	13.928571	0	0	0	0	0	0	80	0	115	0	0	0	0	0	0
RAB5B	13.928571	0	0	0	0	0	0	0	0	97	0	0	0	98	0	0
LMLN	13.928571	0	0	0	0	0	0	102	0	0	0	0	0	93	0	0
GPBP1L1	13.928571	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0
GIT2	13.928571	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0
EXOC4	13.928571	0	0	0	0	115	0	80	0	0	0	0	0	0	0	0
ESCO2	13.928571	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0
DUSP11	13.928571	0	0	0	0	0	0	95	0	100	0	0	0	0	0	0
ARID5B	13.928571	0	0	0	0	0	0	0	97	98	0	0	0	0	0	0
AEBP2	13.928571	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0
TBC1D7-LOC100130357	13.857143	0	0	0	0	0	0	102	0	0	0	0	0	92	0	0
TBC1D7	13.857143	0	0	0	0	0	0	102	0	0	0	0	0	92	0	0
PMF1-BGLAP	13.857143	0	0	0	0	0	0	0	0	88	0	0	0	106	0	0
PMF1	13.857143	0	0	0	0	0	0	0	0	88	0	0	0	106	0	0
NAT8	13.857143	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
MAP1LC3B2	13.857143	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0
HJURP	13.857143	0	0	0	0	119	0	75	0	0	0	0	0	0	0	0
DPY30	13.857143	0	0	0	0	0	0	0	85	109	0	0	0	0	0	0
COX7A2L	13.857143	0	0	0	0	100	0	94	0	0	0	0	0	0	0	0
ARHGAP35	13.857143	0	0	0	0	0	0	0	91	0	0	0	0	103	0	0
AGO1	13.857143	0	0	0	0	87	0	0	0	107	0	0	0	0	0	0
TVP23C	13.785714	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
TNFRSF10D	13.785714	0	0	0	0	0	0	0	80	113	0	0	0	0	0	0
TKT	13.785714	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0
TBCK	13.785714	0	0	0	0	117	0	0	0	0	0	0	0	76	0	0
SOX6	13.785714	0	0	0	0	0	0	0	87	0	0	0	0	106	0	0
SBNO1	13.785714	0	0	0	0	113	0	80	0	0	0	0	0	0	0	0
RNF6	13.785714	0	0	0	0	124	0	0	0	0	0	0	0	69	0	0
CDC42	13.785714	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
C11orf58	13.785714	0	0	0	0	0	0	0	87	0	0	0	0	106	0	0
ASCC1	13.785714	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0
ANAPC16	13.785714	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0
AIMP1	13.785714	0	0	0	0	117	0	0	0	0	0	0	0	76	0	0
ABHD2	13.785714	0	0	0	0	0	0	88	0	0	0	0	0	105	0	0
TGFBR2	13.714286	0	0	0	0	0	0	125	0	67	0	0	0	0	0	0
SULF2	13.714286	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0
PPM1F	13.714286	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
PBK	13.714286	0	0	0	0	0	0	74	0	118	0	0	0	0	0	0
ZNF785	13.642857	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
MED13	13.642857	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0
MAT1A	13.642857	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0
MAPK8	13.642857	0	0	0	0	0	0	0	83	108	0	0	0	0	0	0
FBXO36	13.642857	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0
FAM222B	13.642857	0	0	0	0	127	0	64	0	0	0	0	0	0	0	0
NLK	13.571429	0	0	0	0	0	0	122	0	68	0	0	0	0	0	0
ADAM10	13.571429	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0
SPPL2B	13.500000	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
S100A13	13.500000	0	0	0	0	110	0	0	0	0	0	0	0	79	0	0
PSMG4	13.500000	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0
LSM7	13.500000	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
IFRD2	13.500000	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0
HES4	13.500000	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
CHTOP	13.500000	0	0	0	0	110	0	0	0	0	0	0	0	79	0	0
CARS2	13.500000	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
WDR7	13.428571	0	0	0	0	74	0	0	0	114	0	0	0	0	0	0
UGT2B10	13.428571	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
UBXN4	13.428571	0	0	0	0	0	0	103	0	0	0	0	0	85	0	0
TPD52L1	13.428571	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
SUPV3L1	13.428571	0	0	0	0	108	0	80	0	0	0	0	0	0	0	0
SRP68	13.428571	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
SARNP	13.428571	0	0	0	0	0	0	93	0	0	0	0	0	95	0	0
S100A8	13.428571	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
PTGES3	13.428571	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
ORMDL2	13.428571	0	0	0	0	0	0	93	0	0	0	0	0	95	0	0
MBLAC1	13.428571	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
KCNK12	13.428571	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
GGCT	13.428571	0	0	0	0	110	0	0	0	78	0	0	0	0	0	0
ENTPD7	13.428571	0	0	0	0	82	0	0	0	0	0	0	0	106	0	0
BRD3OS	13.428571	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
BMF	13.428571	0	0	0	0	0	0	95	0	93	0	0	0	0	0	0
KLC2	13.357143	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0
IFT52	13.357143	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0
CHGA	13.357143	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0
RMDN3	13.285714	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
LLGL2	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0
EEF1G	13.285714	0	0	0	0	72	0	114	0	0	0	0	0	0	0	0
CDC5L	13.285714	0	0	0	0	0	0	0	92	94	0	0	0	0	0	0
TMEM19	13.214286	0	0	0	0	0	0	0	0	81	0	0	0	104	0	0
SULT1A4	13.214286	0	0	0	0	0	0	0	89	96	0	0	0	0	0	0
SULT1A3	13.214286	0	0	0	0	0	0	0	89	96	0	0	0	0	0	0
POLA2	13.214286	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0
FA2H	13.214286	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0
CCDC171	13.214286	0	0	0	0	103	0	82	0	0	0	0	0	0	0	0
TBC1D32	13.142857	0	0	0	0	0	0	0	0	93	0	0	0	91	0	0
TBC1D14	13.142857	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0
LACTB	13.142857	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
HNF4G	13.142857	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0
CEP350	13.142857	0	0	0	0	0	0	68	0	116	0	0	0	0	0	0
ARMC1	13.142857	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0
RHOQ	13.071429	0	0	0	0	84	0	99	0	0	0	0	0	0	0	0
HEXB	13.071429	0	0	0	0	0	0	0	96	87	0	0	0	0	0	0
FUCA2	13.071429	0	0	0	0	0	0	89	94	0	0	0	0	0	0	0
ENO1	13.071429	0	0	0	0	97	0	0	86	0	0	0	0	0	0	0
ATP6V1E2	13.071429	0	0	0	0	84	0	99	0	0	0	0	0	0	0	0
ARMC9	13.071429	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0
LDHA	13.000000	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0
COX18	13.000000	0	0	0	0	88	0	0	94	0	0	0	0	0	0	0
ATAD3B	13.000000	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0
TPP2	12.928571	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0
TMEM245	12.928571	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0
SLC3A2	12.928571	0	0	0	0	0	0	88	0	93	0	0	0	0	0	0
RNF141	12.928571	0	0	0	0	81	0	100	0	0	0	0	0	0	0	0
RGPD8	12.928571	0	0	0	0	0	0	0	87	94	0	0	0	0	0	0
RGPD5	12.928571	0	0	0	0	0	0	0	87	94	0	0	0	0	0	0
B3GNTL1	12.928571	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0
ALS2	12.928571	0	0	0	0	0	0	85	0	96	0	0	0	0	0	0
ZNF44	12.857143	0	0	0	0	0	0	0	0	84	0	0	0	96	0	0
SLFN13	12.857143	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0
MTREX	12.857143	0	0	0	0	101	0	0	0	79	0	0	0	0	0	0
MRFAP1	12.857143	0	0	0	0	105	0	75	0	0	0	0	0	0	0	0
LPCAT4	12.857143	0	0	0	0	0	0	0	0	71	0	0	0	109	0	0
KIF27	12.857143	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0
H3C10	12.857143	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0
DHX29	12.857143	0	0	0	0	101	0	0	0	79	0	0	0	0	0	0
CCNA2	12.857143	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0
VARS2	12.785714	0	0	0	0	0	0	0	61	118	0	0	0	0	0	0
PTCD2	12.785714	0	0	0	0	82	0	97	0	0	0	0	0	0	0	0
MRPS27	12.785714	0	0	0	0	82	0	97	0	0	0	0	0	0	0	0
FUT10	12.785714	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0
DNAJC9	12.785714	0	0	0	0	0	0	78	0	101	0	0	0	0	0	0
DCBLD2	12.785714	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
CEP128	12.785714	0	0	0	0	103	0	76	0	0	0	0	0	0	0	0
BNIP3L	12.785714	0	0	0	0	0	0	0	74	105	0	0	0	0	0	0
B4GALT7	12.785714	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0
SUV39H2	12.714286	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0
SERINC5	12.714286	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0
NAGLU	12.714286	0	0	0	0	81	0	97	0	0	0	0	0	0	0	0
DNAJC5	12.714286	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
DNAJB6	12.714286	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
SURF2	12.642857	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
SURF1	12.642857	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
SLX4IP	12.642857	0	0	0	0	115	0	62	0	0	0	0	0	0	0	0
AP3M2	12.642857	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0
RCOR3	12.571429	0	0	0	0	81	0	95	0	0	0	0	0	0	0	0
POT1	12.571429	0	0	0	0	0	0	86	0	90	0	0	0	0	0	0
PHLDB3	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0
NOTCH2NLB	12.571429	0	0	0	0	87	0	89	0	0	0	0	0	0	0	0
MKS1	12.571429	0	0	0	0	0	0	0	0	87	0	0	0	89	0	0
HYOU1	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0
BRMS1	12.571429	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0
AACS	12.571429	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0
TRMT10B	12.500000	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0
TMEM182	12.500000	0	0	0	0	0	0	0	0	85	0	0	0	90	0	0
PDP2	12.500000	0	0	0	0	0	0	0	105	70	0	0	0	0	0	0
MORN2	12.500000	0	0	0	0	101	0	74	0	0	0	0	0	0	0	0
MFSD9	12.500000	0	0	0	0	0	0	0	0	85	0	0	0	90	0	0
HTR1A	12.500000	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0
DHX57	12.500000	0	0	0	0	101	0	74	0	0	0	0	0	0	0	0
DBP	12.500000	0	0	0	0	91	0	0	0	84	0	0	0	0	0	0
CLUH	12.500000	0	0	0	0	0	0	95	0	80	0	0	0	0	0	0
YLPM1	12.428571	0	0	0	0	0	0	0	85	0	0	0	0	89	0	0
TAOK2	12.428571	0	0	0	0	0	0	0	0	100	0	0	0	74	0	0
MORC2	12.428571	0	0	0	0	83	0	0	0	91	0	0	0	0	0	0
MAPKAPK2	12.428571	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0
LIMS1	12.428571	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0
L3MBTL2	12.428571	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0
EMSY	12.428571	0	0	0	0	0	0	102	0	72	0	0	0	0	0	0
CRH	12.428571	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0
TYW3	12.357143	0	0	0	0	85	0	88	0	0	0	0	0	0	0	0
TSTD3	12.357143	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0
NOTCH2NLC	12.357143	0	0	0	0	0	0	89	0	0	0	0	0	84	0	0
LACC1	12.357143	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
GCA	12.357143	0	0	0	0	0	0	0	94	79	0	0	0	0	0	0
CRYZ	12.357143	0	0	0	0	85	0	88	0	0	0	0	0	0	0	0
CCDC122	12.357143	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
C7orf31	12.357143	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0
TRIM27	12.285714	0	0	0	0	0	0	106	66	0	0	0	0	0	0	0
TAB1	12.285714	0	0	0	0	111	0	0	61	0	0	0	0	0	0	0
SLC25A15	12.285714	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0
SDCBP	12.285714	0	0	0	0	0	0	0	92	80	0	0	0	0	0	0
RPAP2	12.285714	0	0	0	0	0	0	0	70	102	0	0	0	0	0	0
RAB17	12.285714	0	0	0	0	0	0	0	0	73	0	0	0	99	0	0
GLMN	12.285714	0	0	0	0	0	0	0	70	102	0	0	0	0	0	0
DVL2	12.285714	0	0	0	0	0	0	0	73	99	0	0	0	0	0	0
CAPN13	12.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
ATP6V1B2	12.285714	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0
ATP10D	12.285714	0	0	0	0	0	0	0	81	91	0	0	0	0	0	0
TAGAP	12.214286	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0
PYROXD2	12.214286	0	0	0	0	0	0	0	68	103	0	0	0	0	0	0
NPRL3	12.214286	0	0	0	0	0	0	90	0	81	0	0	0	0	0	0
MLXIP	12.214286	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0
MFSD5	12.214286	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0
KRIT1	12.214286	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0
IL1RAP	12.214286	0	0	0	0	0	0	96	0	75	0	0	0	0	0	0
ECHDC2	12.214286	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0
ANKRD13C	12.214286	0	0	0	0	0	0	0	76	95	0	0	0	0	0	0
ANKIB1	12.214286	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0
ZNHIT6	12.142857	0	0	0	0	0	0	108	62	0	0	0	0	0	0	0
XPO5	12.142857	0	0	0	0	0	0	86	0	84	0	0	0	0	0	0
TRAPPC6A	12.142857	0	0	0	0	67	0	0	0	0	0	0	0	103	0	0
SLC38A7	12.142857	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0
PRKAB2	12.142857	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0
POLH	12.142857	0	0	0	0	0	0	86	0	84	0	0	0	0	0	0
MRPS7	12.142857	0	0	0	0	72	0	0	0	0	0	0	0	98	0	0
GSE1	12.142857	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0
GGA3	12.142857	0	0	0	0	72	0	0	0	0	0	0	0	98	0	0
BLOC1S3	12.142857	0	0	0	0	67	0	0	0	0	0	0	0	103	0	0
ZC3H14	12.071429	0	0	0	0	0	0	0	0	82	0	0	0	87	0	0
SMPD4	12.071429	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0
SLC27A3	12.071429	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
RAD23B	12.071429	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
MZT2B	12.071429	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0
ALAS1	12.071429	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
SRP14	12.000000	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0
SPAG4	12.000000	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0
PPT2	12.000000	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0
MCM10	12.000000	0	0	0	0	82	0	0	0	86	0	0	0	0	0	0
GRM2	12.000000	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0
CIAO2A	12.000000	0	0	0	0	85	0	83	0	0	0	0	0	0	0	0
BICD2	12.000000	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0
ZUP1	11.928571	0	0	0	0	101	0	0	0	66	0	0	0	0	0	0
USP22	11.928571	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0
TARDBP	11.928571	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0
SPA17	11.928571	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0
SIAE	11.928571	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0
NIPSNAP1	11.928571	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0
NDUFAF3	11.928571	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
FAM118A	11.928571	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0
ZSCAN26	11.857143	0	0	0	0	0	0	0	63	103	0	0	0	0	0	0
ZNF777	11.857143	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0
VAMP4	11.857143	0	0	0	0	0	0	90	0	76	0	0	0	0	0	0
USP34	11.857143	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
TTC39A	11.857143	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0
MYCBP	11.857143	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
KMT2D	11.857143	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
GIPC1	11.857143	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0
CENPS-CORT	11.857143	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
CENPS	11.857143	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
OSCAR	11.785714	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0
NDUFA3	11.785714	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0
JMJD1C	11.785714	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0
IDH3A	11.785714	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
ICE1	11.785714	0	0	0	0	76	0	89	0	0	0	0	0	0	0	0
CKMT1A	11.785714	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0
ATAD1	11.785714	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
ZNF354B	11.714286	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0
SNX11	11.714286	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
RRP36	11.714286	0	0	0	0	0	0	83	81	0	0	0	0	0	0	0
METTL1	11.714286	0	0	0	0	0	0	0	80	84	0	0	0	0	0	0
GPN3	11.714286	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
FAM216A	11.714286	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
EEF1AKMT3	11.714286	0	0	0	0	0	0	0	80	84	0	0	0	0	0	0
DEPDC5	11.714286	0	0	0	0	72	0	92	0	0	0	0	0	0	0	0
C7orf50	11.714286	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
SYT5	11.642857	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0
NUDC	11.642857	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0
KCNMB1	11.642857	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0
CA10	11.642857	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0
ADAP1	11.642857	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0
ZNF595	11.571429	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
SUMO3	11.571429	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
MAPK6	11.571429	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
LENG9	11.571429	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0
HSPA6	11.571429	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0
ACSS2	11.571429	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
ZFP37	11.500000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0
LY9	11.500000	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0
CXCL8	11.500000	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
TRABD	11.428571	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
OSBP	11.428571	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
NFYC	11.428571	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
NEK3	11.428571	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0
NCOA2	11.428571	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
NCLN	11.428571	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
MNT	11.428571	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
FAM83D	11.428571	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0
AVPI1	11.428571	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
ARHGAP42	11.428571	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
ACTL6A	11.428571	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
SYNJ2BP-COX16	11.357143	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
SYNJ2BP	11.357143	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
SMIM6	11.357143	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0
RASAL2	11.357143	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
MPHOSPH6	11.357143	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
MCU	11.357143	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0
GNA13	11.357143	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0
EXO5	11.357143	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0
DTD1	11.357143	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0
CENPM	11.357143	0	0	0	0	94	0	0	65	0	0	0	0	0	0	0
CACUL1	11.357143	0	0	0	0	0	0	85	0	74	0	0	0	0	0	0
AKAP1	11.357143	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0
SAMD8	11.285714	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
RFX7	11.285714	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0
PEDS1-UBE2V1	11.285714	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
PEDS1	11.285714	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
NUDT16L1	11.285714	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
NDRG1	11.285714	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
MAML1	11.285714	0	0	0	0	0	0	0	0	67	0	0	0	91	0	0
FYCO1	11.285714	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0
BEST3	11.285714	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0
USP45	11.214286	0	0	0	0	0	0	0	93	64	0	0	0	0	0	0
TMED4	11.214286	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
PPAT	11.214286	0	0	0	0	0	0	0	0	84	0	0	0	73	0	0
PAICS	11.214286	0	0	0	0	0	0	0	0	84	0	0	0	73	0	0
NPM1	11.214286	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0
INTS10	11.214286	0	0	0	0	99	0	0	0	58	0	0	0	0	0	0
ING3	11.214286	0	0	0	0	80	0	0	0	77	0	0	0	0	0	0
COA3	11.214286	0	0	0	0	0	0	0	71	86	0	0	0	0	0	0
CNTD1	11.214286	0	0	0	0	0	0	0	71	86	0	0	0	0	0	0
ZNF528	11.142857	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0
ZNF320	11.142857	0	0	0	0	77	0	79	0	0	0	0	0	0	0	0
MIOS	11.142857	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
KLF7	11.142857	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0
GDPD1	11.142857	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
CPNE8	11.142857	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0
BICDL1	11.142857	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
ATXN7	11.142857	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
ATP6V1F	11.142857	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0
TUSC1	11.071429	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
PSD4	11.071429	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0
PFN1	11.071429	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0
DIP2C-AS1	11.071429	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
ZNF550	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
ZNF33A	11.000000	0	0	0	0	69	0	0	85	0	0	0	0	0	0	0
TREX1	11.000000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
HACL1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
CEP55	11.000000	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0
CAPZA2	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
