Target_genes	ELK4|Average	SRX065548|293	SRX065549|293	SRX150669|293	SRX644407|DU_145	SRX028644|HeLa	SRX028645|HeLa	SRX150431|HeLa	SRX13007931|Hep_G2	SRX13007932|Hep_G2	STRING
RPL31	67.222222	0	0	0	0	77	140	202	0	186	0
TSNAX	67.111111	150	0	0	0	78	143	233	0	0	0
MAP1S	67.111111	214	0	0	0	0	158	232	0	0	0
TTC7A	67.000000	0	0	0	0	97	159	227	0	120	0
TMEM14B	67.000000	0	0	0	0	128	165	310	0	0	0
MCFD2	67.000000	0	0	0	0	97	159	227	0	120	0
WDR11	66.888889	0	0	0	0	0	284	318	0	0	0
TAF11	66.777778	0	0	0	0	136	177	288	0	0	0
TBCE	66.555556	0	0	0	0	140	161	298	0	0	0
SPATA17	66.555556	0	0	0	0	135	162	302	0	0	0
GPATCH2	66.555556	0	0	0	0	135	162	302	0	0	0
SLC38A10	66.333333	101	0	0	0	96	141	259	0	0	0
COX10	66.333333	0	0	0	0	0	183	291	0	123	0
ZFPL1	66.222222	0	0	0	0	191	127	278	0	0	0
SART1	66.222222	0	0	0	0	114	193	289	0	0	0
RFC1	66.222222	0	0	0	0	0	127	174	0	295	0
PSMB7	66.222222	0	0	0	0	152	164	280	0	0	0
EIF3A	66.222222	0	0	0	0	197	0	292	0	107	0
CDCA5	66.222222	0	0	0	0	191	127	278	0	0	0
STK36	66.111111	118	0	0	0	0	204	273	0	0	0
RNF25	66.111111	118	0	0	0	0	204	273	0	0	0
DCP1A	66.111111	0	0	0	0	0	243	278	0	74	0
ZNF558	66.000000	0	0	0	0	141	150	303	0	0	0
PAFAH2	66.000000	131	0	0	0	0	140	238	85	0	0
TOMM20	65.888889	0	0	0	0	272	0	321	0	0	0
SMIM26	65.888889	0	0	0	0	0	204	302	0	87	0
PSME3	65.888889	0	0	0	0	110	127	227	0	129	0
DAPK3	65.777778	131	0	0	0	163	0	226	0	72	0
BLOC1S2	65.777778	0	0	0	0	144	149	299	0	0	0
ZBTB26	65.666667	113	0	0	0	0	184	294	0	0	0
CCDC71	65.555556	0	0	0	0	108	187	295	0	0	0
VTA1	65.444444	0	0	0	0	140	117	246	0	86	0
NMBR	65.444444	0	0	0	0	140	117	246	0	86	0
WASHC2C	65.333333	0	0	0	0	0	174	231	0	183	0
STIL	65.333333	186	0	0	0	0	176	226	0	0	0
SPRED2	65.333333	0	0	0	0	0	250	338	0	0	0
CHMP2A	65.333333	0	0	0	0	166	183	239	0	0	0
CEBPZ	65.333333	0	0	0	0	0	227	361	0	0	0
ACYP1	65.333333	164	0	0	0	0	179	245	0	0	0
RAD18	65.222222	0	0	0	0	103	196	288	0	0	0
ECT2	65.111111	0	0	0	0	0	264	322	0	0	0
ARID4A	65.111111	106	0	0	0	0	191	289	0	0	0
MRPS18C	65.000000	0	0	0	0	0	217	259	0	109	0
HELQ	65.000000	0	0	0	0	0	217	259	0	109	0
TOR1AIP1	64.888889	0	0	0	0	0	265	319	0	0	0
GCFC2	64.888889	0	0	0	0	0	143	196	0	245	0
FCHSD2	64.888889	0	0	0	0	219	0	365	0	0	0
MZF1	64.777778	0	0	0	0	128	170	285	0	0	0
MRPL34	64.777778	0	0	0	0	176	125	282	0	0	0
THAP7	64.555556	120	0	0	0	102	121	238	0	0	0
ZNF512	64.444444	0	0	0	0	110	202	268	0	0	0
MED30	64.444444	0	0	0	0	92	168	232	0	88	0
YIPF3	64.333333	0	0	0	0	101	199	279	0	0	0
POLR1C	64.333333	0	0	0	0	101	199	279	0	0	0
MINDY2	64.333333	0	0	0	0	90	211	278	0	0	0
EXOC1	64.333333	0	0	0	0	114	172	293	0	0	0
PSMD7	64.222222	0	0	0	0	120	108	200	0	150	0
POLR2E	64.222222	0	0	0	0	0	219	359	0	0	0
ARL4A	64.222222	0	0	0	0	173	128	277	0	0	0
LARS1	64.000000	0	0	0	0	103	195	278	0	0	0
ATG2A	64.000000	0	0	0	0	119	172	285	0	0	0
MED15	63.888889	131	0	0	0	0	91	210	0	143	0
LONP1	63.777778	0	0	0	0	104	206	264	0	0	0
HSBP1	63.777778	112	0	0	0	155	0	235	0	72	0
HGS	63.777778	153	0	0	0	110	112	199	0	0	0
CATSPERD	63.777778	0	0	0	0	104	206	264	0	0	0
ARL16	63.777778	153	0	0	0	110	112	199	0	0	0
ZNF2	63.666667	0	0	0	0	140	144	289	0	0	0
TRIM44	63.666667	0	0	0	0	0	124	157	0	292	0
LOC730098	63.666667	0	0	0	0	149	138	286	0	0	0
BCL2L13	63.666667	0	0	0	0	123	177	273	0	0	0
ACTR6	63.666667	0	0	0	0	117	162	294	0	0	0
ZNF343	63.555556	0	0	0	0	0	168	304	0	100	0
LIX1L	63.555556	0	0	0	0	139	158	275	0	0	0
SGTA	63.444444	0	0	0	0	122	115	240	0	94	0
PIN4	63.444444	0	0	0	0	0	272	299	0	0	0
CCDC14	63.444444	0	0	0	0	0	214	262	0	95	0
CLASRP	63.333333	0	0	0	0	113	165	292	0	0	0
ZC3HC1	62.888889	0	0	0	0	0	243	323	0	0	0
SLC35E2A	62.888889	110	0	0	0	0	82	137	237	0	0
PTPN2	62.888889	0	0	0	0	0	271	295	0	0	0
PPIH	62.888889	103	0	0	0	111	117	235	0	0	0
RSPRY1	62.777778	0	0	0	0	0	243	322	0	0	0
RNMT	62.777778	0	0	0	0	129	107	243	0	86	0
PSME3IP1	62.777778	0	0	0	0	0	243	322	0	0	0
FAM210A	62.777778	0	0	0	0	129	107	243	0	86	0
ZKSCAN3	62.666667	0	0	0	0	0	254	310	0	0	0
VPS11	62.666667	0	0	0	0	81	203	280	0	0	0
GOLGA5	62.666667	0	0	0	0	199	93	272	0	0	0
TSC2	62.555556	141	0	0	0	113	0	206	0	103	0
SRP19	62.555556	0	0	0	0	0	151	228	0	184	0
PYROXD1	62.555556	0	0	0	0	0	239	324	0	0	0
NTHL1	62.555556	141	0	0	0	113	0	206	0	103	0
SNF8	62.444444	0	0	0	0	96	147	197	0	122	0
PANX1	62.444444	155	0	0	0	0	156	251	0	0	0
NOL8	62.444444	0	0	0	0	0	242	320	0	0	0
CENPP	62.444444	0	0	0	0	0	242	320	0	0	0
ZER1	62.333333	0	0	0	0	0	262	299	0	0	0
ZC3H13	62.333333	0	0	0	0	0	242	319	0	0	0
POLR3B	62.333333	0	0	0	0	0	242	319	0	0	0
DNAJC25-GNG10	62.333333	0	0	0	0	118	182	261	0	0	0
DNAJC25	62.333333	0	0	0	0	118	182	261	0	0	0
INVS	62.222222	0	0	0	0	0	142	208	140	70	0
ERP44	62.222222	0	0	0	0	0	142	208	140	70	0
ZNF410	62.111111	0	0	0	0	0	221	338	0	0	0
TDP1	62.111111	145	0	0	0	110	105	199	0	0	0
RPL37A	62.111111	0	0	0	0	111	0	284	0	164	0
GARS1	62.111111	0	0	0	0	139	151	269	0	0	0
EFCAB11	62.111111	145	0	0	0	110	105	199	0	0	0
PTBP1	62.000000	0	0	0	0	169	117	272	0	0	0
C14orf119	62.000000	0	0	0	0	125	221	212	0	0	0
ACIN1	62.000000	0	0	0	0	125	221	212	0	0	0
POLR2H	61.888889	0	0	0	0	163	124	270	0	0	0
MPDU1	61.777778	0	0	0	0	0	264	292	0	0	0
LOC100996842	61.777778	0	0	0	0	0	264	292	0	0	0
FIBP	61.777778	0	0	0	0	161	130	265	0	0	0
NIPBL	61.666667	0	0	0	0	0	222	333	0	0	0
CTTN	61.666667	205	0	0	0	0	144	206	0	0	0
TTPAL	61.555556	0	0	0	0	151	0	238	65	100	0
SLC30A5	61.555556	0	0	0	0	140	97	223	0	94	0
COMMD6	61.555556	178	0	0	0	0	160	216	0	0	0
CACTIN	61.555556	0	0	0	0	0	242	312	0	0	0
WRAP53	61.444444	0	0	0	0	120	174	259	0	0	0
TRNT1	61.444444	168	0	0	0	0	143	242	0	0	0
TP53	61.444444	0	0	0	0	120	174	259	0	0	0
FRRS1	61.444444	0	0	0	0	81	190	282	0	0	0
TARS1	61.333333	0	0	0	0	104	162	286	0	0	0
MTPN	61.333333	0	0	0	0	156	130	266	0	0	0
LUZP6	61.333333	0	0	0	0	156	130	266	0	0	0
KLF11	61.333333	0	0	0	0	0	0	174	0	378	0
DPP3	61.222222	0	0	0	0	128	157	266	0	0	0
MRPL16	61.111111	0	0	0	0	0	263	287	0	0	0
CLN3	61.111111	0	0	0	0	154	142	254	0	0	0
CCDC97	61.000000	0	0	0	0	0	263	286	0	0	0
TVP23B	60.888889	0	0	0	0	0	157	232	0	159	0
SLX4	60.888889	139	0	0	0	175	0	234	0	0	0
RFC2	60.888889	0	0	0	0	147	136	265	0	0	0
RAMAC	60.888889	0	0	0	0	0	165	223	0	160	0
ZNF226	60.777778	0	0	0	0	108	184	255	0	0	0
TFCP2	60.777778	0	0	0	0	135	148	264	0	0	0
RPS21	60.777778	0	0	0	0	145	0	290	0	112	0
RPS12	60.777778	0	0	0	0	0	240	307	0	0	0
ANXA4	60.777778	0	0	0	0	235	0	312	0	0	0
AAK1	60.777778	0	0	0	0	235	0	312	0	0	0
USP30	60.555556	0	0	0	0	0	282	263	0	0	0
TTC30B	60.555556	0	0	0	0	106	160	279	0	0	0
PEX6	60.555556	0	0	0	0	162	127	256	0	0	0
FAM207A	60.555556	0	0	0	0	0	196	288	0	61	0
EP300	60.555556	213	0	0	0	0	125	207	0	0	0
AIP	60.333333	0	0	0	0	0	167	273	0	103	0
ZNF888	60.222222	0	0	0	0	118	161	263	0	0	0
WDR45	60.222222	0	0	0	0	0	250	292	0	0	0
VCPIP1	60.222222	0	0	0	0	117	114	186	125	0	0
SLC25A14	60.222222	0	0	0	0	0	249	293	0	0	0
INO80B	60.222222	0	0	0	0	79	186	277	0	0	0
CD46	60.222222	0	0	0	0	0	228	314	0	0	0
C8orf44-SGK3	60.222222	0	0	0	0	117	114	186	125	0	0
SOD2	60.111111	0	0	0	0	0	164	229	0	148	0
SMS	60.111111	0	0	0	0	0	227	314	0	0	0
RNPS1	60.000000	125	0	0	0	0	175	240	0	0	0
TTLL5	59.666667	336	0	0	0	0	0	201	0	0	0
SEC24C	59.666667	0	0	0	0	129	148	260	0	0	0
NAA38	59.666667	0	0	0	0	99	177	261	0	0	0
HSPA5	59.666667	0	0	0	0	0	187	245	0	105	0
ERG28	59.666667	336	0	0	0	0	0	201	0	0	0
CYB5D1	59.666667	0	0	0	0	99	177	261	0	0	0
NARS1	59.555556	0	0	0	0	98	185	253	0	0	0
LRP2BP	59.555556	0	0	0	0	0	204	227	0	105	0
DMAC1	59.555556	0	0	0	0	186	0	214	0	136	0
ANKRD37	59.555556	0	0	0	0	0	204	227	0	105	0
WRAP73	59.444444	0	0	0	0	83	174	278	0	0	0
TOP3B	59.444444	103	0	0	0	0	139	214	0	79	0
CUL7	59.444444	0	0	0	0	94	165	276	0	0	0
TBC1D16	59.222222	0	0	0	0	102	164	267	0	0	0
CCDC40	59.222222	0	0	0	0	102	164	267	0	0	0
UBA6	59.111111	0	0	0	0	0	180	253	0	99	0
TFG	59.111111	0	0	0	0	102	170	260	0	0	0
METTL2B	59.111111	0	0	0	0	90	190	252	0	0	0
TWNK	59.000000	0	0	0	0	159	121	251	0	0	0
MRPL43	59.000000	0	0	0	0	159	121	251	0	0	0
RABL2A	58.888889	161	0	0	0	0	130	239	0	0	0
KANSL3	58.888889	0	0	0	0	117	0	217	0	196	0
C1orf74	58.888889	0	0	0	0	100	147	283	0	0	0
ANAPC5	58.888889	0	0	0	0	0	247	283	0	0	0
FAM50B	58.777778	0	0	0	0	149	115	265	0	0	0
TCTEX1D4	58.666667	0	0	0	0	99	174	255	0	0	0
SMYD2	58.666667	0	0	0	0	0	214	314	0	0	0
DIAPH3	58.666667	0	0	0	0	133	129	266	0	0	0
DHX8	58.666667	0	0	0	0	0	217	311	0	0	0
BTBD19	58.666667	0	0	0	0	99	174	255	0	0	0
PPIL2	58.555556	0	0	0	0	172	90	265	0	0	0
BZW1	58.555556	152	0	0	0	0	168	207	0	0	0
RBM12	58.444444	0	0	0	0	0	226	300	0	0	0
DPY19L3	58.444444	0	0	0	0	0	133	227	0	166	0
CPNE1	58.444444	0	0	0	0	0	226	300	0	0	0
AP1AR	58.444444	0	0	0	0	131	148	247	0	0	0
VWA5A	58.333333	0	0	0	0	0	240	285	0	0	0
SF3B1	58.333333	0	0	0	0	123	146	256	0	0	0
DAD1	58.333333	0	0	0	0	85	126	216	0	98	0
CFAP20	58.222222	0	0	0	0	84	173	267	0	0	0
EMC4	58.111111	0	0	0	0	0	230	293	0	0	0
ZSCAN22	58.000000	0	0	0	0	96	99	198	129	0	0
SCAMP3	58.000000	0	0	0	0	130	134	258	0	0	0
UBR4	57.888889	0	0	0	0	99	157	265	0	0	0
TOMM5	57.888889	0	0	0	0	134	0	220	0	167	0
TMEM186	57.888889	119	0	0	0	105	0	169	0	128	0
PMM2	57.888889	119	0	0	0	105	0	169	0	128	0
UBA5	57.777778	0	0	0	0	0	204	316	0	0	0
ACAD11	57.777778	0	0	0	0	0	204	316	0	0	0
SUGCT	57.555556	0	0	0	0	0	249	269	0	0	0
SLC44A1	57.555556	0	0	0	0	0	234	284	0	0	0
MPLKIP	57.555556	0	0	0	0	0	249	269	0	0	0
HSPA4	57.555556	0	0	0	0	137	111	270	0	0	0
EFHC1	57.555556	0	0	0	0	137	128	253	0	0	0
DHX34	57.555556	0	0	0	0	121	130	267	0	0	0
CCZ1	57.444444	0	0	0	0	0	215	302	0	0	0
TSG101	57.333333	0	0	0	0	118	142	256	0	0	0
CTR9	57.333333	0	0	0	0	109	138	269	0	0	0
CSNK1G2	57.333333	0	0	0	0	149	122	245	0	0	0
CDKN2AIP	57.333333	192	0	0	0	0	118	206	0	0	0
TUFM	57.222222	0	0	0	0	0	172	239	0	104	0
DHX36	57.222222	0	0	0	0	120	147	248	0	0	0
COX7C	57.222222	0	0	0	0	0	208	307	0	0	0
CNOT10	57.222222	0	0	0	0	133	128	254	0	0	0
SIRT3	57.111111	93	0	0	0	106	107	208	0	0	0
PSMD13	57.111111	93	0	0	0	106	107	208	0	0	0
AATF	57.111111	0	0	0	0	0	130	169	0	215	0
MYBBP1A	57.000000	0	0	0	0	109	161	243	0	0	0
ERGIC2	57.000000	0	0	0	0	0	254	259	0	0	0
POLR2G	56.888889	0	0	0	0	0	182	330	0	0	0
NDUFS2	56.888889	0	0	0	0	113	139	260	0	0	0
MICOS10-NBL1	56.777778	0	0	0	0	122	143	246	0	0	0
MICOS10	56.777778	0	0	0	0	122	143	246	0	0	0
GZF1	56.777778	0	0	0	0	0	130	219	0	162	0
SPATA5L1	56.666667	0	0	0	0	192	0	318	0	0	0
GATM	56.666667	0	0	0	0	192	0	318	0	0	0
DUSP28	56.666667	158	0	0	0	0	152	200	0	0	0
ATG5	56.666667	0	0	0	0	113	148	249	0	0	0
ANKMY1	56.666667	158	0	0	0	0	152	200	0	0	0
WBP2	56.555556	109	0	0	0	0	0	137	162	101	0
CHMP5	56.555556	0	0	0	0	0	221	288	0	0	0
BAG1	56.555556	0	0	0	0	0	221	288	0	0	0
ZNF721	56.444444	0	0	0	0	0	141	221	0	146	0
PIGG	56.444444	0	0	0	0	0	141	221	0	146	0
NUMA1	56.444444	0	0	0	0	0	218	290	0	0	0
LRTOMT	56.444444	0	0	0	0	0	218	290	0	0	0
GLRX5	56.444444	0	0	0	0	0	179	250	0	79	0
ALG8	56.444444	0	0	0	0	116	140	252	0	0	0
PDCD7	56.333333	0	0	0	0	133	113	261	0	0	0
TMED7-TICAM2	56.111111	0	0	0	0	110	153	242	0	0	0
TMED7	56.111111	0	0	0	0	110	153	242	0	0	0
PGAP3	56.111111	0	0	0	0	0	228	277	0	0	0
ERBB2	56.111111	0	0	0	0	0	228	277	0	0	0
PHAX	56.000000	0	0	0	0	0	204	300	0	0	0
NPAT	56.000000	0	0	0	0	114	91	205	0	94	0
ATM	56.000000	0	0	0	0	114	91	205	0	94	0
SH3BP5L	55.888889	0	0	0	0	94	169	240	0	0	0
COMMD5	55.777778	0	0	0	0	0	220	282	0	0	0
ATP6V1H	55.777778	0	0	0	0	136	111	255	0	0	0
EML4	55.666667	261	0	0	0	0	0	0	0	240	0
SST	55.555556	0	0	0	0	0	0	0	0	500	0
PDCD2	55.555556	187	0	0	0	0	0	145	0	168	0
OGT	55.555556	0	0	0	0	115	134	251	0	0	0
IPO13	55.555556	106	0	0	0	104	113	177	0	0	0
TTI2	55.444444	0	0	0	0	0	234	265	0	0	0
NDUFAF4	55.444444	131	0	0	0	125	0	243	0	0	0
KLHL32	55.444444	131	0	0	0	125	0	243	0	0	0
ZNF26	55.333333	0	0	0	0	0	148	221	0	129	0
PSMA6	55.333333	0	0	0	0	0	149	228	0	121	0
HSPBP1	55.333333	0	0	0	0	146	96	256	0	0	0
ACYP2	55.333333	0	0	0	0	0	135	210	0	153	0
MKRN1	55.222222	238	0	70	0	0	0	189	0	0	0
HEMK1	55.222222	0	0	0	0	116	131	250	0	0	0
YRDC	55.111111	150	0	0	0	0	0	238	0	108	0
WDR25	55.111111	147	0	0	0	0	164	185	0	0	0
WARS1	55.111111	147	0	0	0	0	164	185	0	0	0
TRIM4	55.111111	0	0	0	0	167	101	228	0	0	0
RTF2	55.111111	0	0	0	0	0	100	210	0	186	0
C1orf122	55.111111	150	0	0	0	0	0	238	0	108	0
ATXN7L3B	55.111111	0	0	0	0	0	165	274	0	57	0
DBR1	55.000000	0	0	0	0	0	229	266	0	0	0
CIPC	55.000000	0	0	0	0	0	228	267	0	0	0
HUS1	54.888889	0	0	0	0	132	0	262	0	100	0
FZR1	54.888889	0	0	0	0	206	0	288	0	0	0
FKBP1A	54.888889	0	0	0	0	115	111	212	0	56	0
DDX1	54.888889	0	0	0	0	0	151	162	0	181	0
MRPS31	54.777778	0	0	0	0	112	147	234	0	0	0
GART	54.777778	0	0	0	0	0	225	268	0	0	0
PYGO2	54.666667	100	0	0	0	126	0	191	0	75	0
LOC101928120	54.666667	100	0	0	0	126	0	191	0	75	0
GFM1	54.666667	0	0	0	0	0	143	215	0	134	0
DARS2	54.666667	83	0	0	0	162	0	247	0	0	0
CENPL	54.666667	83	0	0	0	162	0	247	0	0	0
ATG7	54.666667	0	0	0	0	139	107	246	0	0	0
ZNF567	54.555556	0	0	0	0	0	219	272	0	0	0
HDAC1	54.555556	245	0	0	0	0	117	129	0	0	0
FBXL17	54.555556	0	0	0	0	0	124	276	0	91	0
ABT1	54.555556	0	0	0	0	0	163	216	0	112	0
RARS1	54.444444	0	0	0	0	160	91	239	0	0	0
TM9SF1	54.333333	0	0	0	0	0	143	186	0	160	0
NEK8	54.333333	0	0	0	0	0	226	263	0	0	0
EIF2B5	54.333333	0	0	0	0	0	193	296	0	0	0
C18orf21	54.333333	0	0	0	0	0	188	301	0	0	0
NDUFB5	54.222222	0	0	0	0	141	114	233	0	0	0
MRPL47	54.222222	0	0	0	0	141	114	233	0	0	0
HAUS6	54.222222	0	0	0	0	187	0	301	0	0	0
DROSHA	54.222222	0	0	0	0	87	171	230	0	0	0
DPM2	54.222222	0	0	0	0	130	125	233	0	0	0
C5orf22	54.222222	0	0	0	0	87	171	230	0	0	0
GNL3L	54.111111	0	0	0	0	122	113	252	0	0	0
TIGD1	54.000000	78	0	0	0	0	0	260	0	148	0
PEX26	54.000000	136	0	0	0	0	124	154	0	72	0
MTCH2	54.000000	0	0	0	0	0	203	283	0	0	0
IDH3B	54.000000	0	0	0	0	0	0	188	109	189	0
EIF4E2	54.000000	78	0	0	0	0	0	260	0	148	0
DNTTIP2	54.000000	0	0	0	0	93	153	240	0	0	0
SRRT	53.888889	0	0	0	0	132	111	242	0	0	0
RPP14	53.888889	0	0	0	0	0	206	279	0	0	0
PSMC1	53.888889	0	0	0	0	0	202	283	0	0	0
HTD2	53.888889	0	0	0	0	0	206	279	0	0	0
URM1	53.777778	0	0	0	0	99	130	255	0	0	0
KNOP1	53.777778	93	0	61	0	0	0	212	0	118	0
RANBP3	53.666667	0	0	0	0	0	0	0	0	483	0
LAMP1	53.666667	0	0	0	0	0	145	192	0	146	0
ZNHIT2	53.555556	0	0	0	0	0	180	302	0	0	0
IGBP1	53.555556	0	0	0	0	0	178	304	0	0	0
H4C2	53.555556	0	0	0	0	98	116	186	0	82	0
RPL3	53.444444	0	0	0	0	0	221	260	0	0	0
ISG20	53.444444	0	0	0	0	108	126	247	0	0	0
ZNF12	53.333333	0	0	0	0	176	0	304	0	0	0
TMEM234	53.333333	0	0	0	0	113	125	242	0	0	0
TMEM223	53.333333	0	0	0	0	158	99	223	0	0	0
EIF3I	53.333333	0	0	0	0	113	125	242	0	0	0
ZFP36L1	53.222222	0	0	0	0	108	133	238	0	0	0
SLC7A6OS	53.222222	0	0	0	0	0	0	0	82	397	0
PRMT7	53.222222	0	0	0	0	0	0	0	82	397	0
ORC5	53.222222	0	0	0	0	150	0	218	0	111	0
TMED10	53.111111	0	0	0	0	134	100	244	0	0	0
MAPK8IP2	53.111111	0	0	0	0	0	0	0	0	478	0
ERCC1	53.111111	0	0	0	0	0	191	287	0	0	0
BANP	53.111111	0	0	0	0	0	141	176	161	0	0
ZKSCAN4	52.888889	0	0	0	0	127	108	241	0	0	0
SNAP25	52.888889	0	0	0	0	0	0	0	0	476	0
RFC5	52.888889	0	0	0	0	0	129	218	0	129	0
SERPINH1	52.777778	0	0	0	0	135	103	237	0	0	0
SEPTIN7	52.777778	0	0	0	0	0	197	278	0	0	0
HNRNPF	52.777778	182	0	0	0	110	0	183	0	0	0
ZBTB8OS	52.666667	0	0	0	0	122	146	206	0	0	0
UTP18	52.666667	96	0	0	0	0	111	133	0	134	0
RBBP4	52.666667	0	0	0	0	122	146	206	0	0	0
MBTD1	52.666667	96	0	0	0	0	111	133	0	134	0
WASF1	52.555556	0	0	0	0	123	118	232	0	0	0
MDN1	52.555556	0	0	0	0	100	137	236	0	0	0
HSPB6	52.555556	229	0	0	0	0	0	244	0	0	0
EEF1AKNMT	52.555556	125	0	0	0	119	0	229	0	0	0
CPEB4	52.555556	0	0	0	0	171	0	302	0	0	0
CDC40	52.555556	0	0	0	0	123	118	232	0	0	0
RMDN2	52.444444	0	0	0	0	0	128	217	0	127	0
TMEM268	52.333333	0	0	0	0	0	121	168	0	182	0
STOML1	52.333333	0	0	0	0	124	119	228	0	0	0
FNBP4	52.333333	0	0	0	0	108	122	241	0	0	0
SAR1B	52.222222	0	0	0	0	0	154	164	0	152	0
CSNK1G3	52.111111	108	0	0	0	0	156	205	0	0	0
UBL5	52.000000	0	0	0	0	0	171	297	0	0	0
TCEANC	52.000000	68	0	0	0	121	82	197	0	0	0
TBC1D15	52.000000	0	0	0	0	0	198	270	0	0	0
SMTN	52.000000	0	0	0	0	0	169	299	0	0	0
NMRAL1	52.000000	0	0	0	0	0	176	292	0	0	0
HMOX2	52.000000	0	0	0	0	0	176	292	0	0	0
PYCR2	51.888889	95	0	0	0	0	92	176	0	104	0
PDCD6IP	51.888889	0	0	0	0	0	202	265	0	0	0
CCDC28A	51.888889	149	0	0	0	0	164	154	0	0	0
RSU1	51.777778	176	0	0	0	85	0	205	0	0	0
SAXO2	51.666667	0	0	0	0	0	193	272	0	0	0
PIM3	51.666667	397	0	68	0	0	0	0	0	0	0
EFL1	51.666667	0	0	0	0	0	193	272	0	0	0
ZBTB38	51.444444	0	0	0	0	0	199	264	0	0	0
TRAPPC6B	51.444444	0	0	0	0	0	179	284	0	0	0
MGA	51.444444	0	0	0	0	0	133	245	0	85	0
RPL22L1	51.333333	0	0	0	0	96	132	234	0	0	0
POC5	51.333333	0	0	0	0	0	169	293	0	0	0
MGAT1	51.333333	0	0	0	0	112	128	222	0	0	0
TMEM161B	51.222222	0	0	0	0	126	103	232	0	0	0
PHKB	51.222222	128	0	0	0	148	0	185	0	0	0
PCBP2	51.222222	0	0	0	0	0	168	293	0	0	0
ITFG1	51.222222	128	0	0	0	148	0	185	0	0	0
HSPH1	51.222222	0	0	0	0	0	123	123	215	0	0
STAT3	51.111111	150	0	0	0	121	0	189	0	0	0
PTP4A2	51.111111	224	0	0	0	0	0	0	0	236	0
NOL12	51.111111	108	0	0	0	0	151	201	0	0	0
ZNF333	51.000000	0	0	0	0	155	0	304	0	0	0
UCKL1	51.000000	0	0	0	0	0	0	0	459	0	0
MYL6B	51.000000	0	0	0	0	0	196	263	0	0	0
METTL5	51.000000	0	0	0	0	0	83	216	0	160	0
BTF3	50.888889	0	0	0	0	117	144	197	0	0	0
ZNF701	50.777778	0	0	0	0	0	206	251	0	0	0
ZDHHC4	50.666667	0	0	0	0	0	150	306	0	0	0
TMEM185B	50.666667	147	0	0	0	0	119	190	0	0	0
PHKA2	50.666667	0	0	0	0	0	215	241	0	0	0
OARD1	50.666667	110	0	0	0	120	0	226	0	0	0
NFYA	50.666667	110	0	0	0	120	0	226	0	0	0
TBC1D17	50.555556	0	0	0	0	0	192	263	0	0	0
SMC2	50.555556	0	0	0	0	0	222	233	0	0	0
PNKP	50.555556	0	0	0	0	75	154	226	0	0	0
LIN37	50.555556	0	0	0	0	0	210	245	0	0	0
AKT1S1	50.555556	0	0	0	0	0	192	263	0	0	0
UVRAG	50.444444	0	0	0	0	0	196	258	0	0	0
POLR1B	50.444444	0	0	0	0	147	0	212	0	95	0
YWHAB	50.333333	106	0	0	0	0	111	134	0	102	0
DFFB	50.333333	0	0	0	0	0	198	255	0	0	0
CEP104	50.333333	0	0	0	0	0	198	255	0	0	0
AFG1L	50.333333	0	0	0	0	0	203	250	0	0	0
ZNF133	50.222222	0	0	0	0	0	152	224	76	0	0
C9orf64	50.222222	0	0	0	0	132	0	244	0	76	0
UPRT	50.111111	0	0	0	0	0	185	266	0	0	0
STX12	50.111111	122	0	0	0	0	147	182	0	0	0
KLHL9	50.111111	0	0	0	0	0	187	264	0	0	0
ABCB7	50.111111	0	0	0	0	0	185	266	0	0	0
USP11	50.000000	0	0	0	0	0	185	265	0	0	0
TMEM251	50.000000	275	0	0	0	0	0	175	0	0	0
MOAP1	50.000000	275	0	0	0	0	0	175	0	0	0
FAM120B	50.000000	115	0	0	0	0	0	203	0	132	0
ZNF655	49.888889	113	0	0	0	0	148	188	0	0	0
SPTY2D1	49.888889	0	0	0	0	0	195	254	0	0	0
FAM104A	49.888889	0	0	0	0	164	0	285	0	0	0
C17orf80	49.888889	0	0	0	0	164	0	285	0	0	0
BBS10	49.888889	0	0	0	0	0	192	257	0	0	0
UBE2T	49.777778	259	0	103	0	0	0	86	0	0	0
MRPL58	49.777778	0	0	0	0	0	96	176	0	176	0
COMMD10	49.777778	0	0	0	0	119	114	215	0	0	0
CLPX	49.777778	0	0	0	0	75	137	236	0	0	0
MCM6	49.555556	101	0	0	0	0	139	206	0	0	0
TRMT2A	49.444444	0	0	0	0	0	219	226	0	0	0
RANBP1	49.444444	0	0	0	0	0	219	226	0	0	0
VPS45	49.333333	0	0	0	0	0	185	259	0	0	0
SYS1	49.333333	0	0	0	0	0	195	249	0	0	0
CNTROB	49.333333	0	0	0	0	118	105	221	0	0	0
RALGAPB	49.222222	0	0	0	0	77	143	223	0	0	0
METTL6	49.222222	0	0	0	0	0	202	241	0	0	0
EAF1	49.222222	0	0	0	0	0	202	241	0	0	0
TMEM128	49.111111	119	0	0	0	0	112	211	0	0	0
TAF9	49.111111	0	0	0	0	0	149	179	0	114	0
TACO1	49.111111	0	0	0	0	0	161	183	0	98	0
RPL23	49.111111	0	0	0	0	0	207	235	0	0	0
RAD17	49.111111	0	0	0	0	0	149	179	0	114	0
BORCS5	49.111111	0	0	0	0	70	143	229	0	0	0
AK6	49.111111	0	0	0	0	0	149	179	0	114	0
ZNRD2	49.000000	0	0	0	0	111	120	210	0	0	0
SP2	49.000000	133	0	0	0	0	102	206	0	0	0
